Time (sec),Irradiance (W/m2),Ambient Temp,Load power (W)
47520,945.7077806,26.04776411,200
47700,942.5136768,26.00718774,200
47880,939.1033572,25.96424778,200
48060,935.477422,25.91896267,600
48240,931.6365263,25.87135177,600
48420,927.5813813,25.82143525,600
48600,923.3127557,25.76923416,600
48780,918.8314766,25.71477041,600
48960,914.138431,25.65806673,600
49140,909.2345672,25.5991467,0
49320,904.120896,25.53803473,0
49500,898.7984921,25.47475604,0
49680,893.2684958,25.40933667,0
49860,887.5321143,25.34180347,0
50040,881.5906236,25.27218407,0
50220,875.4453698,25.20050692,50
50400,869.097771,25.1268012,50
50580,862.5493189,25.05109691,50
50760,855.8015808,24.97342478,50
50940,848.8562012,24.8938163,50
51120,841.7149038,24.8123037,50
51300,834.3794936,24.72891994,50
51480,826.8518584,24.6436987,50
51660,350.7456642,24.55667437,100
51840,778.9275856,24.46788204,100
52020,408.6259107,24.37735748,100
52200,422.3660631,24.28513715,100
52380,695.8141794,24.19125815,100
52560,449.4202037,24.09575826,100
52740,445.0716277,23.99867588,100
52920,130.2450899,23.90005004,200
53100,418.8136101,23.79992038,200
53280,143.5855566,23.69832715,200
53460,203.388514,23.59531119,200
53640,166.5943595,23.49091389,600
53820,258.006861,23.38517723,600
54000,363.4971315,23.27814371,600
54180,365.8420699,23.16985639,600
54360,201.7782857,23.06035881,600
54540,347.127055,22.94969504,600
54720,58.72611071,22.83790962,0
54900,361.9639051,22.72504757,0
55080,29.46320012,22.61115436,0
55260,14.84101508,22.4962759,0
55440,462.9410979,22.38045853,0
55620,304.0874098,22.26374897,0
55800,595.1094198,22.14619436,50
55980,583.6798557,22.0278422,50
56160,572.1440832,21.90874034,50
56340,560.5071753,21.78893697,50
56520,548.7743647,21.66848059,50
56700,536.9510474,21.54742003,50
56880,525.0427858,21.42580438,50
57060,513.0553128,21.30368298,50
57240,500.9945349,21.18110545,100
57420,488.8665365,21.05812161,100
57600,476.677583,20.9347815,100
57780,464.4341249,20.81113533,100
57960,452.1428017,20.68723349,100
58140,439.8104455,20.56312653,100
58320,427.4440853,20.43886508,100
58500,415.0509505,20.31449993,200
58680,402.6384754,20.19008192,200
58860,390.2143031,20.06566196,200
59040,377.7862895,19.941291,200
59220,365.3625077,19.81702001,600
59400,352.9512521,19.69289997,600
59580,340.5610428,19.56898181,600
59760,328.2006298,19.44531643,600
59940,315.8789974,19.32195466,600
60120,303.6053689,19.19894723,600
60300,291.3892108,19.07634474,0
60480,106.0820559,18.95419768,0
60660,7.033341594,18.83255635,0
60840,105.4695754,18.71147087,0
61020,155.7692266,18.59099115,0
61200,120.2876798,18.47116685,0
61380,219.8610705,18.35204737,50
61560,208.3336688,18.23368184,50
61740,196.9487832,18.11611904,50
61920,185.7182804,17.99940745,50
62100,174.6543181,17.88359516,50
62280,163.7693497,17.76872986,50
62460,153.0761302,17.65485885,50
62640,47.30531673,17.54202896,50
62820,92.91138758,17.43028656,100
63000,68.56619443,17.31967751,100
63180,99.28683457,17.21024715,100
63360,102.9544159,17.10204026,100
63540,93.69705978,16.99510104,100
63720,84.72960753,16.88947307,100
63900,30.77400201,16.78519931,100
64080,7.756475763,16.68232201,200
64260,4.486527607,16.58088277,200
64440,40.48965519,16.48092242,200
64620,9.596950077,16.38248105,200
64800,16.97814519,16.28559797,600
64980,30.0602427,16.19031165,600
65160,14.54062664,16.09665973,600
65340,19.71949452,16.00467895,600
65520,14.55506057,15.91440517,600
65700,9.869580134,15.82587327,600
65880,0,15.73911718,0
66060,0,15.65416983,0
66240,0,15.57106308,0
66420,0,15.48982775,0
66600,0,15.41049356,0
66780,0,15.33308906,0
66960,0,15.25764166,50
67140,0,15.18417756,50
67320,0,15.11272173,50
67500,0,15.04329785,50
67680,0,14.97592832,50
67860,0,14.91063418,50
68040,0,14.84743512,50
68220,0,14.78634939,50
68400,0,14.72739383,100
68580,0,14.67058377,100
68760,0,14.61593305,100
68940,0,14.56345394,100
69120,0,14.51315713,100
69300,0,14.46505168,100
69480,0,14.419145,100
69660,0,14.3754428,200
69840,0,14.33394904,200
70020,0,14.29466592,200
70200,0,14.25759383,200
70380,0,14.22273129,600
70560,0,14.19007496,600
70740,0,14.15961956,600
70920,0,14.13135785,600
71100,0,14.10528056,600
71280,0,14.08137642,600
71460,0,14.05963203,0
71640,0,14.0400319,0
71820,0,14.02255837,0
72000,0,14.00719155,0
72180,0,13.99390932,0
72360,0,13.9826873,0
72540,0,13.97349873,50
72720,0,13.96631452,50
72900,0,13.96110316,50
73080,0,13.95783067,50
73260,0,13.95646058,50
73440,0,13.9569539,50
73620,0,13.95926904,50
73800,0,13.96336178,50
73980,0,13.96918525,100
74160,0,13.97668985,100
74340,0,13.98582323,100
74520,0,13.99653025,100
74700,0,14.00875291,100
74880,0,14.02243033,100
75060,0,14.03749868,100
75240,0,14.05389117,200
75420,0,14.07153798,200
75600,0,14.0903662,200
75780,0,14.11029982,200
75960,0,14.13125966,600
76140,0,14.15316334,600
76320,0,14.1759252,600
76500,0,14.1994563,600
76680,0,14.22366434,600
76860,0,14.2484536,600
77040,0,14.27372494,0
77220,0,14.2993757,0
77400,0,14.32529971,0
77580,0,14.35138717,0
77760,0,14.37752466,0
77940,0,14.40359506,0
78120,0,14.42947751,50
78300,0,14.45504736,50
78480,0,14.48017612,50
78660,0,14.5047314,50
78840,0,14.52857689,50
79020,0,14.55157226,50
79200,0,14.57357317,50
79380,0,14.59443115,50
79560,0,14.6139936,100
79740,0,14.63210372,100
79920,0,14.64860046,100
80100,0,14.66331847,100
80280,0,14.67608804,100
80460,0,14.68673505,100
80640,0,14.69508092,100
80820,0,14.70094256,200
81000,0,14.70413229,200
81180,0,14.70445784,200
81360,0,14.70172223,200
81540,0,14.69572377,600
81720,0,14.68625597,600
81900,0,14.67310751,600
82080,0,14.65606217,600
82260,0,14.63489876,600
82440,0,14.60939111,600
82620,0,14.57930796,0
82800,0,14.54441294,0
82980,0,14.5044645,0
83160,0,14.45921587,0
83340,0,14.40841496,0
83520,0,14.35180435,0
83700,0,14.28912121,0
83880,0,14.22009724,0
84060,0,14.14445863,0
84240,0,14.06192596,0
84420,0,13.97221421,0
84600,0,13.87503263,0
84780,0,13.77008471,0
84960,0,13.65706814,0
85140,0,13.53567473,0
85320,0,13.40559033,0
85500,0,13.26649483,0
85680,0,13.11806201,0
85860,0,12.95995958,0
86040,0,12.79184903,0
86220,0,12.61338564,0
86400,0,12.42421836,0
86580,0,12.16871,50
86760,0,12.38549528,50
86940,0,12.58948029,50
87120,0,12.78105981,50
87300,0,12.96062382,50
87480,0,13.12855562,50
87660,0,13.28523185,50
87840,0,13.43102257,50
88020,0,13.56629133,100
88200,0,13.69139523,100
88380,0,13.80668498,100
88560,0,13.91250494,100
88740,0,14.00919323,100
88920,0,14.09708174,100
89100,0,14.17649625,100
89280,0,14.24775641,200
89460,0,14.31117588,200
89640,0,14.36706236,200
89820,0,14.41571762,200
90000,0,14.45743761,600
90180,0,14.4925125,600
90360,0,14.52122671,600
90540,0,14.54385903,600
90720,0,14.56068262,600
90900,0,14.57196511,600
91080,0,14.57796862,0
91260,0,14.57894986,0
91440,0,14.57516016,0
91620,0,14.56684554,0
91800,0,14.55424675,0
91980,0,14.53759935,0
92160,0,14.51713376,50
92340,0,14.49307529,50
92520,0,14.46564425,50
92700,0,14.43505595,50
92880,0,14.40152079,50
93060,0,14.36524431,50
93240,0,14.32642723,50
93420,0,14.28526553,50
93600,0,14.24195047,100
93780,0,14.19666869,100
93960,0,14.14960222,100
94140,0,14.10092856,100
94320,0,14.05082073,100
94500,0,13.99944732,100
94680,0,13.94697252,100
94860,0,13.89355623,200
95040,0,13.83935407,200
95220,0,13.78451741,200
95400,0,13.72919349,200
95580,0,13.67352542,600
95760,0,13.61765225,600
95940,0,13.56170899,600
96120,0,13.50582674,600
96300,0,13.45013264,600
96480,0,13.39474999,600
96660,0,13.33979828,0
96840,0,13.28539323,0
97020,0,13.23164686,0
97200,0,13.17866752,0
97380,0,13.12655996,0
97560,0,13.07542534,0
97740,0,13.02536133,50
97920,0,12.97646211,50
98100,0,12.92881847,50
98280,0,12.88251781,50
98460,0,12.83764419,50
98640,0,12.79427844,50
98820,0,12.75249811,50
99000,0,12.7123776,50
99180,0,12.67398816,100
99360,0,12.63739796,100
99540,0,12.60267211,100
99720,0,12.56987273,100
99900,0,12.539059,100
100080,0,12.51028716,100
100260,0,12.48361062,100
100440,0,12.45907996,200
100620,0,12.43674297,200
100800,0,12.41664474,200
100980,0,12.39882764,200
101160,0,12.38333143,600
101340,0,12.37019324,600
101520,0,12.35944768,600
101700,0,12.3511268,600
101880,0,12.34526023,600
102060,0,12.34187512,600
102240,0,12.34099628,0
102420,0,12.34264615,0
102600,0,12.34684486,0
102780,0,12.3536103,0
102960,0,12.36295812,0
103140,0,12.3749018,0
103320,0,12.38945266,50
103500,0,12.40661996,50
103680,0,12.42641086,50
103860,0,12.44883051,50
104040,0,12.47388209,50
104220,0,12.50156682,50
104400,0,12.53188404,50
104580,0,12.56483121,50
104760,0,12.60040395,100
104940,0,12.63859612,100
105120,0,12.67939981,100
105300,0,12.7228054,100
105480,0,12.7688016,100
105660,0,12.81737547,100
105840,0,12.86851249,100
106020,0,12.92219653,200
106200,0,12.97840998,200
106380,0,13.03713371,200
106560,0,13.09834713,200
106740,0,13.16202824,600
106920,0,13.22815363,600
107100,0,13.29669857,600
107280,0,13.36763698,600
107460,0,13.44094152,600
107640,0,13.51658359,600
107820,0,13.59453336,0
108000,0,13.67475985,0
108180,0,13.7572309,0
108360,0,13.84191324,0
108540,0,13.92877254,0
108720,0,14.01777338,0
108900,0,14.10887936,50
109080,0,14.20205307,50
109260,0,14.29725615,50
109440,0,14.39444932,50
109620,0,14.49359239,50
109800,0,14.59464434,50
109980,0,14.69756329,50
110160,0,14.80230658,50
110340,0,14.90883076,100
110520,0,15.01709166,100
110700,0,15.12704438,100
110880,0,15.23864335,100
111060,0,15.35184235,100
111240,0,15.46659453,100
111420,0,15.58285243,100
111600,10,15.70056806,200
111780,24.4640224,15.81969286,200
111960,31.2997222,15.94017776,200
112140,38.37130449,16.06197323,200
112320,45.66752455,16.18502926,600
112500,53.17738553,16.30929541,600
112680,60.89013431,16.43472085,600
112860,68.79525738,16.56125438,600
113040,76.88247675,16.68884442,600
113220,85.14174598,16.81743909,600
113400,93.56324612,16.94698621,0
113580,102.1373818,17.07743332,0
113760,110.8547774,17.20872771,0
113940,119.706273,17.34081645,0
114120,128.6829207,17.47364641,0
114300,137.7759808,17.60716429,0
114480,123.3081844,17.74131662,50
114660,48.89834425,17.87604984,50
114840,27.18444499,18.01131025,50
115020,118.7224663,18.14704408,50
115200,54.22530587,18.28319753,50
115380,177.7069581,18.41971673,50
115560,145.9194541,18.55654781,50
115740,168.8627416,18.69363692,50
115920,111.5290384,18.83093022,100
116100,126.0724678,18.96837396,100
116280,88.79524955,19.10591443,100
116460,1.481839732,19.24349803,100
116640,43.51286797,19.38107128,100
116820,195.7075358,19.51858084,100
117000,190.9607478,19.65597353,100
117180,167.4887672,19.79319632,200
117360,222.2694995,19.93019643,200
117540,197.6193193,20.06692125,200
117720,265.2357774,20.20331844,200
117900,168.6913613,20.33933589,600
118080,0.995613639,20.47492179,600
118260,351.9834662,20.6100246,600
118440,361.7674507,20.74459311,600
118620,371.511434,20.87857643,600
118800,163.4693904,21.01192403,600
118980,344.8855457,21.14458572,0
119160,263.7972859,21.27651172,0
119340,118.6329008,21.40765264,0
119520,80.043044,21.53795949,0
119700,122.3787443,21.66738373,0
119880,86.51290876,21.79587727,0
120060,387.4368875,21.92339247,50
120240,218.0865126,22.04988218,50
120420,465.7886489,22.17529974,50
120600,474.8120597,22.299599,50
120780,483.7473515,22.42273435,50
120960,492.5912009,22.54466069,50
121140,501.340379,22.66533351,50
121320,509.9917493,22.78470884,50
121500,518.5422655,22.90274329,100
121680,526.9889698,23.0193941,100
121860,535.3289902,23.13461907,100
122040,543.5595388,23.24837666,100
122220,551.6779099,23.36062595,100
122400,559.6814779,23.47132666,100
122580,567.5676952,23.58043918,100
122760,575.3340909,23.68792457,200
122940,582.9782683,23.79374456,200
123120,188.6934914,23.89786159,200
123300,597.8907443,24.00023879,200
123480,605.1546064,24.10084002,600
123660,612.2873742,24.19962985,600
123840,619.2869977,24.2965736,600
124020,626.1514915,24.39163734,600
124200,632.8789329,24.48478787,600
124380,639.4674606,24.5759928,600
124560,645.9152733,24.66522047,0
124740,652.2206281,24.75244004,0
124920,658.3818392,24.83762143,0
125100,649.1195579,24.9207354,0
125280,606.7881513,25.00175349,0
125460,378.0762908,25.08064806,0
125640,449.2435175,25.15739232,50
125820,658.8910331,25.23196029,50
126000,692.2345551,25.30432682,50
126180,697.3440864,25.37446765,50
126360,702.297892,25.44235932,50
126540,707.0947449,25.50797928,50
126720,711.7334635,25.57130581,50
126900,716.212911,25.63231808,50
127080,560.65674,25.69099613,100
127260,67.80849121,25.74732089,100
127440,310.5931428,25.80127417,100
127620,345.2673575,25.85283868,100
127800,716.4570677,25.90199802,100
127980,119.4274707,25.9487367,100
128160,743.0229337,25.99304013,100
128340,746.1923653,26.03489463,200
128520,749.1941688,26.07428744,200
128700,752.0276115,26.1112067,200
128880,311.6481801,26.14564148,200
129060,757.1866682,26.17758178,600
129240,759.5110004,26.20701851,600
129420,493.8103978,26.23394351,600
129600,763.6463372,26.25834955,600
129780,374.976251,26.28023033,600
129960,767.0937377,26.29958048,600
130140,768.5582809,26.31639556,0
130320,577.6997442,26.33067207,0
130500,61.56223466,26.34240744,0
130680,240.9576948,26.35160004,0
130860,87.13356196,26.35824915,0
131040,462.3807218,26.36235502,0
131220,378.2361371,26.36391881,50
131400,220.471049,26.36294262,50
131580,494.9799398,26.35942948,50
131760,773.9012586,26.35338334,50
131940,773.6196662,26.3448091,50
132120,773.1625297,26.33371258,50
132300,772.5298206,26.32010051,50
132480,771.7215461,26.30398057,50
132660,770.7377502,26.28536133,100
132840,769.5785132,26.26425229,100
133020,768.243953,26.24066388,100
133200,766.7342251,26.21460742,100
133380,765.0495232,26.18609515,100
133560,763.19008,26.1551402,100
133740,761.1561676,26.1217566,100
133920,758.948098,26.0859593,200
134100,756.5662245,26.04776411,200
134280,754.0109414,26.00718774,200
134460,751.2826858,25.96424778,200
134640,748.3819376,25.91896267,600
134820,745.309221,25.87135177,600
135000,742.065105,25.82143525,600
135180,738.6502045,25.76923416,600
135360,735.0651812,25.71477041,600
135540,731.3107448,25.65806673,600
135720,727.3876538,25.5991467,0
135900,723.2967168,25.53803473,0
136080,719.0387937,25.47475604,0
136260,714.6147966,25.40933667,0
136440,710.0256914,25.34180347,0
136620,705.2724989,25.27218407,0
136800,700.3562959,25.20050692,50
136980,695.2782168,25.1268012,50
137160,690.0394551,25.05109691,50
137340,684.6412646,24.97342478,50
137520,679.084961,24.8938163,50
137700,673.3719231,24.8123037,50
137880,667.5035948,24.72891994,50
138060,661.4814868,24.6436987,50
138240,280.5965314,24.55667437,100
138420,623.1420685,24.46788204,100
138600,326.9007286,24.37735748,100
138780,337.8928504,24.28513715,100
138960,556.6513435,24.19125815,100
139140,359.536163,24.09575826,100
139320,356.0573021,23.99867588,100
139500,104.1960719,23.90005004,200
139680,335.0508881,23.79992038,200
139860,114.8684453,23.69832715,200
140040,162.7108112,23.59531119,200
140220,133.2754876,23.49091389,600
140400,206.4054888,23.38517723,600
140580,290.7977052,23.27814371,600
140760,292.6736559,23.16985639,600
140940,161.4226286,23.06035881,600
141120,277.701644,22.94969504,600
141300,46.98088857,22.83790962,0
141480,289.5711241,22.72504757,0
141660,23.5705601,22.61115436,0
141840,11.87281207,22.4962759,0
142020,370.3528783,22.38045853,0
142200,243.2699278,22.26374897,0
142380,476.0875358,22.14619436,50
142560,466.9438845,22.0278422,50
142740,457.7152665,21.90874034,50
142920,448.4057402,21.78893697,50
143100,439.0194918,21.66848059,50
143280,429.5608379,21.54742003,50
143460,420.0342286,21.42580438,50
143640,410.4442502,21.30368298,50
143820,400.7956279,21.18110545,100
144000,391.0932292,21.05812161,100
144180,381.3420664,20.9347815,100
144360,371.5472999,20.81113533,100
144540,361.7142414,20.68723349,100
144720,351.8483564,20.56312653,100
144900,341.9552682,20.43886508,100
145080,332.0407604,20.31449993,200
145260,322.1107803,20.19008192,200
145440,312.1714425,20.06566196,200
145620,302.2290316,19.941291,200
145800,292.2900061,19.81702001,600
145980,282.3610017,19.69289997,600
146160,272.4488342,19.56898181,600
146340,262.5605038,19.44531643,600
146520,252.7031979,19.32195466,600
146700,242.8842951,19.19894723,600
146880,233.1113686,19.07634474,0
147060,84.86564476,18.95419768,0
147240,5.626673275,18.83255635,0
147420,84.37566035,18.71147087,0
147600,124.6153813,18.59099115,0
147780,96.23014385,18.47116685,0
147960,175.8888564,18.35204737,50
148140,166.666935,18.23368184,50
148320,157.5590266,18.11611904,50
148500,148.5746244,17.99940745,50
148680,139.7234545,17.88359516,50
148860,131.0154798,17.76872986,50
149040,122.4609041,17.65485885,50
149220,37.84425339,17.54202896,50
149400,74.32911006,17.43028656,100
149580,54.85295554,17.31967751,100
149760,79.42946765,17.21024715,100
149940,82.3635327,17.10204026,100
150120,74.95764783,16.99510104,100
150300,67.78368603,16.88947307,100
150480,24.61920161,16.78519931,100
150660,6.20518061,16.68232201,200
150840,3.589222085,16.58088277,200
151020,32.39172415,16.48092242,200
151200,7.677560061,16.38248105,200
151380,13.58251615,16.28559797,600
151560,24.04819416,16.19031165,600
151740,11.63250131,16.09665973,600
151920,15.77559562,16.00467895,600
152100,11.64404846,15.91440517,600
152280,7.895664107,15.82587327,600
152460,0,15.73911718,0
152640,0,15.65416983,0
152820,0,15.57106308,0
153000,0,15.48982775,0
153180,0,15.41049356,0
153360,0,15.33308906,0
153540,0,15.25764166,50
153720,0,15.18417756,50
153900,0,15.11272173,50
154080,0,15.04329785,50
154260,0,14.97592832,50
154440,0,14.91063418,50
154620,0,14.84743512,50
154800,0,14.78634939,50
154980,0,14.72739383,100
155160,0,14.67058377,100
155340,0,14.61593305,100
155520,0,14.56345394,100
155700,0,14.51315713,100
155880,0,14.46505168,100
156060,0,14.419145,100
156240,0,14.3754428,200
156420,0,14.33394904,200
156600,0,14.29466592,200
156780,0,14.25759383,200
156960,0,14.22273129,600
157140,0,14.19007496,600
157320,0,14.15961956,600
157500,0,14.13135785,600
157680,0,14.10528056,600
157860,0,14.08137642,600
158040,0,14.05963203,0
158220,0,14.0400319,0
158400,0,14.02255837,0
158580,0,14.00719155,0
158760,0,13.99390932,0
158940,0,13.9826873,0
159120,0,13.97349873,50
159300,0,13.96631452,50
159480,0,13.96110316,50
159660,0,13.95783067,50
159840,0,13.95646058,50
160020,0,13.9569539,50
160200,0,13.95926904,50
160380,0,13.96336178,50
160560,0,13.96918525,100
160740,0,13.97668985,100
160920,0,13.98582323,100
161100,0,13.99653025,100
161280,0,14.00875291,100
161460,0,14.02243033,100
161640,0,14.03749868,100
161820,0,14.05389117,200
162000,0,14.07153798,200
162180,0,14.0903662,200
162360,0,14.11029982,200
162540,0,14.13125966,600
162720,0,14.15316334,600
162900,0,14.1759252,600
163080,0,14.1994563,600
163260,0,14.22366434,600
163440,0,14.2484536,600
163620,0,14.27372494,0
163800,0,14.2993757,0
163980,0,14.32529971,0
164160,0,14.35138717,0
164340,0,14.37752466,0
164520,0,14.40359506,0
164700,0,14.42947751,50
164880,0,14.45504736,50
165060,0,14.48017612,50
165240,0,14.5047314,50
165420,0,14.52857689,50
165600,0,14.55157226,50
165780,0,14.57357317,50
165960,0,14.59443115,50
166140,0,14.6139936,100
166320,0,14.63210372,100
166500,0,14.64860046,100
166680,0,14.66331847,100
166860,0,14.67608804,100
167040,0,14.68673505,100
167220,0,14.69508092,100
167400,0,14.70094256,200
167580,0,14.70413229,200
167760,0,14.70445784,200
167940,0,14.70172223,200
168120,0,14.69572377,600
168300,0,14.68625597,600
168480,0,14.67310751,600
