Time (sec),Irradiance (W/m2),Ambient Temp,Load power (W)
168660,0,14.65606217,600
168840,0,14.63489876,600
169020,0,14.60939111,600
169200,0,14.57930796,0
169380,0,14.54441294,0
169560,0,14.5044645,0
169740,0,14.45921587,0
169920,0,14.40841496,0
170100,0,14.35180435,0
170280,0,14.28912121,0
170460,0,14.22009724,0
170640,0,14.14445863,0
170820,0,14.06192596,0
171000,0,13.97221421,0
171180,0,13.87503263,0
171360,0,13.77008471,0
171540,0,13.65706814,0
171720,0,13.53567473,0
171900,0,13.40559033,0
172080,0,13.26649483,0
172260,0,13.11806201,0
172440,0,12.95995958,0
172620,0,12.79184903,0
172800,0,12.61338564,0
172980,0,12.42421836,0
173160,0,12.16871,50
173340,0,12.38549528,50
173520,0,12.58948029,50
173700,0,12.78105981,50
173880,0,12.96062382,50
174060,0,13.12855562,50
174240,0,13.28523185,50
174420,0,13.43102257,50
174600,0,13.56629133,100
174780,0,13.69139523,100
174960,0,13.80668498,100
175140,0,13.91250494,100
175320,0,14.00919323,100
175500,0,14.09708174,100
175680,0,14.17649625,100
175860,0,14.24775641,200
176040,0,14.31117588,200
176220,0,14.36706236,200
176400,0,14.41571762,200
176580,0,14.45743761,600
176760,0,14.4925125,600
176940,0,14.52122671,600
177120,0,14.54385903,600
177300,0,14.56068262,600
177480,0,14.57196511,600
177660,0,14.57796862,0
177840,0,14.57894986,0
178020,0,14.57516016,0
178200,0,14.56684554,0
178380,0,14.55424675,0
178560,0,14.53759935,0
178740,0,14.51713376,50
178920,0,14.49307529,50
179100,0,14.46564425,50
179280,0,14.43505595,50
179460,0,14.40152079,50
179640,0,14.36524431,50
179820,0,14.32642723,50
180000,0,14.28526553,50
180180,0,14.24195047,100
180360,0,14.19666869,100
180540,0,14.14960222,100
180720,0,14.10092856,100
180900,0,14.05082073,100
181080,0,13.99944732,100
181260,0,13.94697252,100
181440,0,13.89355623,200
181620,0,13.83935407,200
181800,0,13.78451741,200
181980,0,13.72919349,200
182160,0,13.67352542,600
182340,0,13.61765225,600
182520,0,13.56170899,600
182700,0,13.50582674,600
182880,0,13.45013264,600
183060,0,13.39474999,600
183240,0,13.33979828,0
183420,0,13.28539323,0
183600,0,13.23164686,0
183780,0,13.17866752,0
183960,0,13.12655996,0
184140,0,13.07542534,0
184320,0,13.02536133,50
184500,0,12.97646211,50
184680,0,12.92881847,50
184860,0,12.88251781,50
185040,0,12.83764419,50
185220,0,12.79427844,50
185400,0,12.75249811,50
185580,0,12.7123776,50
185760,0,12.67398816,100
185940,0,12.63739796,100
186120,0,12.60267211,100
186300,0,12.56987273,100
186480,0,12.539059,100
186660,0,12.51028716,100
186840,0,12.48361062,100
187020,0,12.45907996,200
187200,0,12.43674297,200
187380,0,12.41664474,200
187560,0,12.39882764,200
187740,0,12.38333143,600
187920,0,12.37019324,600
188100,0,12.35944768,600
188280,0,12.3511268,600
188460,0,12.34526023,600
188640,0,12.34187512,600
188820,0,12.34099628,0
189000,0,12.34264615,0
189180,0,12.34684486,0
189360,0,12.3536103,0
189540,0,12.36295812,0
189720,0,12.3749018,0
189900,0,12.38945266,50
190080,0,12.40661996,50
190260,0,12.42641086,50
190440,0,12.44883051,50
190620,0,12.47388209,50
190800,0,12.50156682,50
190980,0,12.53188404,50
191160,0,12.56483121,50
191340,0,12.60040395,100
191520,0,12.63859612,100
191700,0,12.67939981,100
191880,0,12.7228054,100
192060,0,12.7688016,100
192240,0,12.81737547,100
192420,0,12.86851249,100
192600,0,12.92219653,200
192780,0,12.97840998,200
192960,0,13.03713371,200
193140,0,13.09834713,200
193320,0,13.16202824,600
193500,0,13.22815363,600
193680,0,13.29669857,600
193860,0,13.36763698,600
194040,0,13.44094152,600
194220,0,13.51658359,600
194400,0,13.59453336,0
194580,0,13.67475985,0
194760,0,13.7572309,0
194940,0,13.84191324,0
195120,0,13.92877254,0
195300,0,14.01777338,0
195480,0,14.10887936,50
195660,0,14.20205307,50
195840,0,14.29725615,50
196020,0,14.39444932,50
196200,0,14.49359239,50
196380,0,14.59464434,50
196560,0,14.69756329,50
196740,0,14.80230658,50
196920,0,14.90883076,100
197100,0,15.01709166,100
197280,0,15.12704438,100
197460,0,15.23864335,100
197640,0,15.35184235,100
197820,0,15.46659453,100
198000,0,15.58285243,100
198180,10,15.70056806,200
198360,24.4640224,15.81969286,200
198540,31.2997222,15.94017776,200
198720,38.37130449,16.06197323,200
198900,45.66752455,16.18502926,600
199080,53.17738553,16.30929541,600
199260,60.89013431,16.43472085,600
199440,68.79525738,16.56125438,600
199620,76.88247675,16.68884442,600
199800,85.14174598,16.81743909,600
199980,93.56324612,16.94698621,0
200160,102.1373818,17.07743332,0
200340,110.8547774,17.20872771,0
200520,119.706273,17.34081645,0
200700,128.6829207,17.47364641,0
200880,137.7759808,17.60716429,0
201060,123.3081844,17.74131662,50
201240,48.89834425,17.87604984,50
201420,27.18444499,18.01131025,50
201600,118.7224663,18.14704408,50
201780,54.22530587,18.28319753,50
201960,177.7069581,18.41971673,50
202140,145.9194541,18.55654781,50
202320,168.8627416,18.69363692,50
202500,111.5290384,18.83093022,100
202680,126.0724678,18.96837396,100
202860,88.79524955,19.10591443,100
203040,1.481839732,19.24349803,100
203220,43.51286797,19.38107128,100
203400,195.7075358,19.51858084,100
203580,190.9607478,19.65597353,100
203760,167.4887672,19.79319632,200
203940,222.2694995,19.93019643,200
204120,197.6193193,20.06692125,200
204300,265.2357774,20.20331844,200
204480,168.6913613,20.33933589,600
204660,0.995613639,20.47492179,600
204840,351.9834662,20.6100246,600
205020,361.7674507,20.74459311,600
205200,371.511434,20.87857643,600
205380,163.4693904,21.01192403,600
205560,344.8855457,21.14458572,0
205740,263.7972859,21.27651172,0
205920,118.6329008,21.40765264,0
206100,80.043044,21.53795949,0
206280,122.3787443,21.66738373,0
206460,86.51290876,21.79587727,0
206640,387.4368875,21.92339247,50
206820,218.0865126,22.04988218,50
207000,465.7886489,22.17529974,50
207180,474.8120597,22.299599,50
207360,483.7473515,22.42273435,50
207540,492.5912009,22.54466069,50
207720,501.340379,22.66533351,50
207900,509.9917493,22.78470884,50
208080,518.5422655,22.90274329,100
208260,526.9889698,23.0193941,100
208440,535.3289902,23.13461907,100
208620,543.5595388,23.24837666,100
208800,551.6779099,23.36062595,100
208980,559.6814779,23.47132666,100
209160,567.5676952,23.58043918,100
209340,575.3340909,23.68792457,200
209520,582.9782683,23.79374456,200
209700,188.6934914,23.89786159,200
209880,597.8907443,24.00023879,200
210060,605.1546064,24.10084002,600
210240,612.2873742,24.19962985,600
210420,619.2869977,24.2965736,600
210600,626.1514915,24.39163734,600
210780,632.8789329,24.48478787,600
210960,639.4674606,24.5759928,600
211140,645.9152733,24.66522047,0
211320,652.2206281,24.75244004,0
211500,658.3818392,24.83762143,0
211680,649.1195579,24.9207354,0
211860,606.7881513,25.00175349,0
212040,378.0762908,25.08064806,0
212220,449.2435175,25.15739232,50
212400,658.8910331,25.23196029,50
212580,692.2345551,25.30432682,50
212760,697.3440864,25.37446765,50
212940,702.297892,25.44235932,50
213120,707.0947449,25.50797928,50
213300,711.7334635,25.57130581,50
213480,716.212911,25.63231808,50
213660,560.65674,25.69099613,100
213840,67.80849121,25.74732089,100
214020,310.5931428,25.80127417,100
214200,345.2673575,25.85283868,100
214380,716.4570677,25.90199802,100
214560,119.4274707,25.9487367,100
214740,743.0229337,25.99304013,100
214920,746.1923653,26.03489463,200
215100,749.1941688,26.07428744,200
215280,752.0276115,26.1112067,200
215460,311.6481801,26.14564148,200
215640,757.1866682,26.17758178,600
215820,759.5110004,26.20701851,600
216000,493.8103978,26.23394351,600
216180,763.6463372,26.25834955,600
216360,374.976251,26.28023033,600
216540,767.0937377,26.29958048,600
216720,768.5582809,26.31639556,0
216900,577.6997442,26.33067207,0
217080,61.56223466,26.34240744,0
217260,240.9576948,26.35160004,0
217440,87.13356196,26.35824915,0
217620,462.3807218,26.36235502,0
217800,378.2361371,26.36391881,50
217980,220.471049,26.36294262,50
218160,494.9799398,26.35942948,50
218340,773.9012586,26.35338334,50
218520,773.6196662,26.3448091,50
218700,773.1625297,26.33371258,50
218880,772.5298206,26.32010051,50
219060,771.7215461,26.30398057,50
219240,770.7377502,26.28536133,100
219420,769.5785132,26.26425229,100
219600,768.243953,26.24066388,100
219780,766.7342251,26.21460742,100
219960,765.0495232,26.18609515,100
220140,763.19008,26.1551402,100
220320,761.1561676,26.1217566,100
220500,758.948098,26.0859593,200
220680,756.5662245,26.04776411,200
220860,754.0109414,26.00718774,200
221040,751.2826858,25.96424778,200
221220,748.3819376,25.91896267,600
221400,745.309221,25.87135177,600
221580,742.065105,25.82143525,600
221760,738.6502045,25.76923416,600
221940,735.0651812,25.71477041,600
222120,731.3107448,25.65806673,600
222300,727.3876538,25.5991467,0
222480,723.2967168,25.53803473,0
222660,719.0387937,25.47475604,0
222840,714.6147966,25.40933667,0
223020,710.0256914,25.34180347,0
223200,705.2724989,25.27218407,0
223380,700.3562959,25.20050692,50
223560,695.2782168,25.1268012,50
223740,690.0394551,25.05109691,50
223920,684.6412646,24.97342478,50
224100,679.084961,24.8938163,50
224280,673.3719231,24.8123037,50
224460,667.5035948,24.72891994,50
224640,661.4814868,24.6436987,50
224820,280.5965314,24.55667437,100
225000,623.1420685,24.46788204,100
225180,326.9007286,24.37735748,100
225360,337.8928504,24.28513715,100
225540,556.6513435,24.19125815,100
225720,359.536163,24.09575826,100
225900,356.0573021,23.99867588,100
226080,104.1960719,23.90005004,200
226260,335.0508881,23.79992038,200
226440,114.8684453,23.69832715,200
226620,162.7108112,23.59531119,200
226800,133.2754876,23.49091389,600
226980,206.4054888,23.38517723,600
227160,290.7977052,23.27814371,600
227340,292.6736559,23.16985639,600
227520,161.4226286,23.06035881,600
227700,277.701644,22.94969504,600
227880,46.98088857,22.83790962,0
228060,289.5711241,22.72504757,0
228240,23.5705601,22.61115436,0
228420,11.87281207,22.4962759,0
228600,370.3528783,22.38045853,0
228780,243.2699278,22.26374897,0
228960,476.0875358,22.14619436,50
229140,466.9438845,22.0278422,50
229320,457.7152665,21.90874034,50
229500,448.4057402,21.78893697,50
229680,439.0194918,21.66848059,50
229860,429.5608379,21.54742003,50
230040,420.0342286,21.42580438,50
230220,410.4442502,21.30368298,50
230400,400.7956279,21.18110545,100
230580,391.0932292,21.05812161,100
230760,381.3420664,20.9347815,100
230940,371.5472999,20.81113533,100
231120,361.7142414,20.68723349,100
231300,351.8483564,20.56312653,100
231480,341.9552682,20.43886508,100
231660,332.0407604,20.31449993,200
231840,322.1107803,20.19008192,200
232020,312.1714425,20.06566196,200
232200,302.2290316,19.941291,200
232380,292.2900061,19.81702001,600
232560,282.3610017,19.69289997,600
232740,272.4488342,19.56898181,600
232920,262.5605038,19.44531643,600
233100,252.7031979,19.32195466,600
233280,242.8842951,19.19894723,600
233460,233.1113686,19.07634474,0
233640,84.86564476,18.95419768,0
233820,5.626673275,18.83255635,0
234000,84.37566035,18.71147087,0
234180,124.6153813,18.59099115,0
234360,96.23014385,18.47116685,0
234540,175.8888564,18.35204737,50
234720,166.666935,18.23368184,50
234900,157.5590266,18.11611904,50
235080,148.5746244,17.99940745,50
235260,139.7234545,17.88359516,50
235440,131.0154798,17.76872986,50
235620,122.4609041,17.65485885,50
235800,37.84425339,17.54202896,50
235980,74.32911006,17.43028656,100
236160,54.85295554,17.31967751,100
236340,79.42946765,17.21024715,100
236520,82.3635327,17.10204026,100
236700,74.95764783,16.99510104,100
236880,67.78368603,16.88947307,100
237060,24.61920161,16.78519931,100
237240,6.20518061,16.68232201,200
237420,3.589222085,16.58088277,200
237600,32.39172415,16.48092242,200
237780,7.677560061,16.38248105,200
237960,13.58251615,16.28559797,600
238140,24.04819416,16.19031165,600
238320,11.63250131,16.09665973,600
238500,15.77559562,16.00467895,600
238680,11.64404846,15.91440517,600
238860,7.895664107,15.82587327,600
239040,0,15.73911718,0
239220,0,15.65416983,0
239400,0,15.57106308,0
239580,0,15.48982775,0
239760,0,15.41049356,0
239940,0,15.33308906,0
240120,0,15.25764166,50
240300,0,15.18417756,50
240480,0,15.11272173,50
240660,0,15.04329785,50
240840,0,14.97592832,50
241020,0,14.91063418,50
241200,0,14.84743512,50
241380,0,14.78634939,50
241560,0,14.72739383,100
241740,0,14.67058377,100
241920,0,14.61593305,100
242100,0,14.56345394,100
242280,0,14.51315713,100
242460,0,14.46505168,100
242640,0,14.419145,100
242820,0,14.3754428,200
243000,0,14.33394904,200
243180,0,14.29466592,200
243360,0,14.25759383,200
243540,0,14.22273129,600
243720,0,14.19007496,600
243900,0,14.15961956,600
244080,0,14.13135785,600
244260,0,14.10528056,600
244440,0,14.08137642,600
244620,0,14.05963203,0
244800,0,14.0400319,0
244980,0,14.02255837,0
245160,0,14.00719155,0
245340,0,13.99390932,0
245520,0,13.9826873,0
245700,0,13.97349873,50
245880,0,13.96631452,50
246060,0,13.96110316,50
246240,0,13.95783067,50
246420,0,13.95646058,50
246600,0,13.9569539,50
246780,0,13.95926904,50
246960,0,13.96336178,50
247140,0,13.96918525,100
247320,0,13.97668985,100
247500,0,13.98582323,100
247680,0,13.99653025,100
247860,0,14.00875291,100
248040,0,14.02243033,100
248220,0,14.03749868,100
248400,0,14.05389117,200
248580,0,14.07153798,200
248760,0,14.0903662,200
248940,0,14.11029982,200
249120,0,14.13125966,600
249300,0,14.15316334,600
249480,0,14.1759252,600
249660,0,14.1994563,600
249840,0,14.22366434,600
250020,0,14.2484536,600
250200,0,14.27372494,0
250380,0,14.2993757,0
250560,0,14.32529971,0
250740,0,14.35138717,0
250920,0,14.37752466,0
251100,0,14.40359506,0
251280,0,14.42947751,50
251460,0,14.45504736,50
251640,0,14.48017612,50
251820,0,14.5047314,50
252000,0,14.52857689,50
252180,0,14.55157226,50
252360,0,14.57357317,50
252540,0,14.59443115,50
252720,0,14.6139936,100
252900,0,14.63210372,100
253080,0,14.64860046,100
253260,0,14.66331847,100
253440,0,14.67608804,100
253620,0,14.68673505,100
253800,0,14.69508092,100
253980,0,14.70094256,200
254160,0,14.70413229,200
254340,0,14.70445784,200
254520,0,14.70172223,200
254700,0,14.69572377,600
254880,0,14.68625597,600
255060,0,14.67310751,600
255240,0,14.65606217,600
255420,0,14.63489876,600
255600,0,14.60939111,600
255780,0,14.57930796,0
255960,0,14.54441294,0
256140,0,14.5044645,0
256320,0,14.45921587,0
256500,0,14.40841496,0
256680,0,14.35180435,0
256860,0,14.28912121,0
257040,0,14.22009724,0
257220,0,14.14445863,0
257400,0,14.06192596,0
257580,0,13.97221421,0
257760,0,13.87503263,0
257940,0,13.77008471,0
258120,0,13.65706814,0
258300,0,13.53567473,0
258480,0,13.40559033,0
258660,0,13.26649483,0
258840,0,13.11806201,0
259020,0,12.95995958,0
259200,0,12.79184903,0
259380,0,12.61338564,0
259560,0,12.42421836,0
259740,0,12.16871,50
259920,0,12.38549528,50
260100,0,12.58948029,50
260280,0,12.78105981,50
260460,0,12.96062382,50
260640,0,13.12855562,50
260820,0,13.28523185,50
261000,0,13.43102257,50
261180,0,13.56629133,100
261360,0,13.69139523,100
261540,0,13.80668498,100
261720,0,13.91250494,100
261900,0,14.00919323,100
262080,0,14.09708174,100
262260,0,14.17649625,100
262440,0,14.24775641,200
262620,0,14.31117588,200
262800,0,14.36706236,200
262980,0,14.41571762,200
263160,0,14.45743761,600
263340,0,14.4925125,600
263520,0,14.52122671,600
263700,0,14.54385903,600
263880,0,14.56068262,600
264060,0,14.57196511,600
264240,0,14.57796862,0
264420,0,14.57894986,0
264600,0,14.57516016,0
264780,0,14.56684554,0
264960,0,14.55424675,0
265140,0,14.53759935,0
265320,0,14.51713376,50
265500,0,14.49307529,50
265680,0,14.46564425,50
265860,0,14.43505595,50
266040,0,14.40152079,50
266220,0,14.36524431,50
266400,0,14.32642723,50
266580,0,14.28526553,50
266760,0,14.24195047,100
266940,0,14.19666869,100
267120,0,14.14960222,100
267300,0,14.10092856,100
267480,0,14.05082073,100
267660,0,13.99944732,100
267840,0,13.94697252,100
268020,0,13.89355623,200
268200,0,13.83935407,200
268380,0,13.78451741,200
268560,0,13.72919349,200
268740,0,13.67352542,600
268920,0,13.61765225,600
269100,0,13.56170899,600
269280,0,13.50582674,600
269460,0,13.45013264,600
269640,0,13.39474999,600
269820,0,13.33979828,0
270000,0,13.28539323,0
270180,0,13.23164686,0
270360,0,13.17866752,0
270540,0,13.12655996,0
270720,0,13.07542534,0
270900,0,13.02536133,50
271080,0,12.97646211,50
271260,0,12.92881847,50
271440,0,12.88251781,50
271620,0,12.83764419,50
271800,0,12.79427844,50
271980,0,12.75249811,50
272160,0,12.7123776,50
272340,0,12.67398816,100
272520,0,12.63739796,100
272700,0,12.60267211,100
272880,0,12.56987273,100
273060,0,12.539059,100
273240,0,12.51028716,100
273420,0,12.48361062,100
273600,0,12.45907996,200
273780,0,12.43674297,200
273960,0,12.41664474,200
274140,0,12.39882764,200
274320,0,12.38333143,600
274500,0,12.37019324,600
274680,0,12.35944768,600
274860,0,12.3511268,600
275040,0,12.34526023,600
275220,0,12.34187512,600
275400,0,12.34099628,0
275580,0,12.34264615,0
275760,0,12.34684486,0
275940,0,12.3536103,0
276120,0,12.36295812,0
276300,0,12.3749018,0
276480,0,12.38945266,50
276660,0,12.40661996,50
276840,0,12.42641086,50
277020,0,12.44883051,50
277200,0,12.47388209,50
277380,0,12.50156682,50
277560,0,12.53188404,50
277740,0,12.56483121,50
277920,0,12.60040395,100
278100,0,12.63859612,100
278280,0,12.67939981,100
278460,0,12.7228054,100
278640,0,12.7688016,100
278820,0,12.81737547,100
279000,0,12.86851249,100
279180,0,12.92219653,200
279360,0,12.97840998,200
279540,0,13.03713371,200
279720,0,13.09834713,200
279900,0,13.16202824,600
280080,0,13.22815363,600
280260,0,13.29669857,600
280440,0,13.36763698,600
280620,0,13.44094152,600
280800,0,13.51658359,600
280980,0,13.59453336,0
281160,0,13.67475985,0
281340,0,13.7572309,0
281520,0,13.84191324,0
281700,0,13.92877254,0
281880,0,14.01777338,0
282060,0,14.10887936,50
282240,0,14.20205307,50
282420,0,14.29725615,50
282600,0,14.39444932,50
282780,0,14.49359239,50
282960,0,14.59464434,50
283140,0,14.69756329,50
283320,0,14.80230658,50
283500,0,14.90883076,100
283680,0,15.01709166,100
283860,0,15.12704438,100
284040,0,15.23864335,100
284220,0,15.35184235,100
284400,0,15.46659453,100
284580,0,15.58285243,100
284760,10,15.70056806,200
284940,24.4640224,15.81969286,200
285120,31.2997222,15.94017776,200
285300,38.37130449,16.06197323,200
285480,45.66752455,16.18502926,600
285660,53.17738553,16.30929541,600
285840,60.89013431,16.43472085,600
286020,68.79525738,16.56125438,600
286200,76.88247675,16.68884442,600
286380,85.14174598,16.81743909,600
286560,93.56324612,16.94698621,0
286740,102.1373818,17.07743332,0
286920,110.8547774,17.20872771,0
287100,119.706273,17.34081645,0
287280,128.6829207,17.47364641,0
287460,137.7759808,17.60716429,0
287640,123.3081844,17.74131662,50
287820,48.89834425,17.87604984,50
288000,27.18444499,18.01131025,50
288180,118.7224663,18.14704408,50
288360,54.22530587,18.28319753,50
288540,177.7069581,18.41971673,50
288720,145.9194541,18.55654781,50
288900,168.8627416,18.69363692,50
289080,111.5290384,18.83093022,100
289260,126.0724678,18.96837396,100
289440,88.79524955,19.10591443,100
289620,1.481839732,19.24349803,100
289800,43.51286797,19.38107128,100
289980,195.7075358,19.51858084,100
290160,190.9607478,19.65597353,100
290340,167.4887672,19.79319632,200
290520,222.2694995,19.93019643,200
290700,197.6193193,20.06692125,200
290880,265.2357774,20.20331844,200
291060,168.6913613,20.33933589,600
291240,0.995613639,20.47492179,600
291420,351.9834662,20.6100246,600
291600,361.7674507,20.74459311,600
291780,371.511434,20.87857643,600
291960,163.4693904,21.01192403,600
292140,344.8855457,21.14458572,0
292320,263.7972859,21.27651172,0
292500,118.6329008,21.40765264,0
292680,80.043044,21.53795949,0
292860,122.3787443,21.66738373,0
293040,86.51290876,21.79587727,0
293220,387.4368875,21.92339247,50
293400,218.0865126,22.04988218,50
293580,465.7886489,22.17529974,50
293760,474.8120597,22.299599,50
293940,483.7473515,22.42273435,50
294120,492.5912009,22.54466069,50
294300,501.340379,22.66533351,50
294480,509.9917493,22.78470884,50
294660,518.5422655,22.90274329,100
294840,526.9889698,23.0193941,100
295020,535.3289902,23.13461907,100
295200,543.5595388,23.24837666,100
295380,551.6779099,23.36062595,100
295560,559.6814779,23.47132666,100
295740,567.5676952,23.58043918,100
295920,575.3340909,23.68792457,200
296100,582.9782683,23.79374456,200
296280,188.6934914,23.89786159,200
296460,597.8907443,24.00023879,200
296640,605.1546064,24.10084002,600
296820,612.2873742,24.19962985,600
297000,619.2869977,24.2965736,600
297180,626.1514915,24.39163734,600
297360,632.8789329,24.48478787,600
297540,639.4674606,24.5759928,600
297720,645.9152733,24.66522047,0
297900,652.2206281,24.75244004,0
298080,658.3818392,24.83762143,0
298260,649.1195579,24.9207354,0
298440,606.7881513,25.00175349,0
298620,378.0762908,25.08064806,0
298800,449.2435175,25.15739232,50
298980,658.8910331,25.23196029,50
299160,692.2345551,25.30432682,50
299340,697.3440864,25.37446765,50
299520,702.297892,25.44235932,50
299700,707.0947449,25.50797928,50
299880,711.7334635,25.57130581,50
300060,716.212911,25.63231808,50
300240,560.65674,25.69099613,100
300420,67.80849121,25.74732089,100
300600,310.5931428,25.80127417,100
300780,345.2673575,25.85283868,100
300960,716.4570677,25.90199802,100
301140,119.4274707,25.9487367,100
301320,743.0229337,25.99304013,100
301500,746.1923653,26.03489463,200
301680,749.1941688,26.07428744,200
301860,752.0276115,26.1112067,200
302040,311.6481801,26.14564148,200
302220,757.1866682,26.17758178,600
302400,759.5110004,26.20701851,600
302580,493.8103978,26.23394351,600
302760,763.6463372,26.25834955,600
302940,374.976251,26.28023033,600
303120,767.0937377,26.29958048,600
303300,768.5582809,26.31639556,0
303480,577.6997442,26.33067207,0
303660,61.56223466,26.34240744,0
303840,240.9576948,26.35160004,0
304020,87.13356196,26.35824915,0
304200,462.3807218,26.36235502,0
304380,378.2361371,26.36391881,50
304560,220.471049,26.36294262,50
304740,494.9799398,26.35942948,50
304920,773.9012586,26.35338334,50
305100,773.6196662,26.3448091,50
305280,773.1625297,26.33371258,50
305460,772.5298206,26.32010051,50
305640,771.7215461,26.30398057,50
305820,770.7377502,26.28536133,100
306000,769.5785132,26.26425229,100
306180,768.243953,26.24066388,100
306360,766.7342251,26.21460742,100
306540,765.0495232,26.18609515,100
306720,763.19008,26.1551402,100
306900,761.1561676,26.1217566,100
307080,758.948098,26.0859593,200
307260,756.5662245,26.04776411,200
307440,754.0109414,26.00718774,200
307620,751.2826858,25.96424778,200
307800,748.3819376,25.91896267,600
307980,745.309221,25.87135177,600
308160,742.065105,25.82143525,600
308340,738.6502045,25.76923416,600
308520,735.0651812,25.71477041,600
308700,731.3107448,25.65806673,600
308880,727.3876538,25.5991467,0
309060,723.2967168,25.53803473,0
309240,719.0387937,25.47475604,0
309420,714.6147966,25.40933667,0
309600,710.0256914,25.34180347,0
309780,705.2724989,25.27218407,0
309960,700.3562959,25.20050692,50
310140,695.2782168,25.1268012,50
310320,690.0394551,25.05109691,50
310500,684.6412646,24.97342478,50
310680,679.084961,24.8938163,50
310860,673.3719231,24.8123037,50
311040,667.5035948,24.72891994,50
311220,661.4814868,24.6436987,50
311400,280.5965314,24.55667437,100
311580,623.1420685,24.46788204,100
311760,326.9007286,24.37735748,100
311940,337.8928504,24.28513715,100
312120,556.6513435,24.19125815,100
312300,359.536163,24.09575826,100
312480,356.0573021,23.99867588,100
312660,104.1960719,23.90005004,200
312840,335.0508881,23.79992038,200
313020,114.8684453,23.69832715,200
313200,162.7108112,23.59531119,200
313380,133.2754876,23.49091389,600
313560,206.4054888,23.38517723,600
313740,290.7977052,23.27814371,600
313920,292.6736559,23.16985639,600
314100,161.4226286,23.06035881,600
314280,277.701644,22.94969504,600
314460,46.98088857,22.83790962,0
314640,289.5711241,22.72504757,0
314820,23.5705601,22.61115436,0
315000,11.87281207,22.4962759,0
315180,370.3528783,22.38045853,0
315360,243.2699278,22.26374897,0
315540,476.0875358,22.14619436,50
315720,466.9438845,22.0278422,50
315900,457.7152665,21.90874034,50
316080,448.4057402,21.78893697,50
316260,439.0194918,21.66848059,50
316440,429.5608379,21.54742003,50
316620,420.0342286,21.42580438,50
316800,410.4442502,21.30368298,50
316980,400.7956279,21.18110545,100
317160,391.0932292,21.05812161,100
317340,381.3420664,20.9347815,100
317520,371.5472999,20.81113533,100
317700,361.7142414,20.68723349,100
317880,351.8483564,20.56312653,100
318060,341.9552682,20.43886508,100
318240,332.0407604,20.31449993,200
318420,322.1107803,20.19008192,200
318600,312.1714425,20.06566196,200
318780,302.2290316,19.941291,200
318960,292.2900061,19.81702001,600
319140,282.3610017,19.69289997,600
319320,272.4488342,19.56898181,600
319500,262.5605038,19.44531643,600
319680,252.7031979,19.32195466,600
319860,242.8842951,19.19894723,600
320040,233.1113686,19.07634474,0
320220,84.86564476,18.95419768,0
320400,5.626673275,18.83255635,0
320580,84.37566035,18.71147087,0
320760,124.6153813,18.59099115,0
320940,96.23014385,18.47116685,0
321120,175.8888564,18.35204737,50
321300,166.666935,18.23368184,50
321480,157.5590266,18.11611904,50
321660,148.5746244,17.99940745,50
321840,139.7234545,17.88359516,50
322020,131.0154798,17.76872986,50
322200,122.4609041,17.65485885,50
322380,37.84425339,17.54202896,50
322560,74.32911006,17.43028656,100
322740,54.85295554,17.31967751,100
322920,79.42946765,17.21024715,100
323100,82.3635327,17.10204026,100
323280,74.95764783,16.99510104,100
323460,67.78368603,16.88947307,100
323640,24.61920161,16.78519931,100
323820,6.20518061,16.68232201,200
324000,3.589222085,16.58088277,200
324180,32.39172415,16.48092242,200
324360,7.677560061,16.38248105,200
324540,13.58251615,16.28559797,600
324720,24.04819416,16.19031165,600
324900,11.63250131,16.09665973,600
325080,15.77559562,16.00467895,600
325260,11.64404846,15.91440517,600
325440,7.895664107,15.82587327,600
325620,0,15.73911718,0
325800,0,15.65416983,0
325980,0,15.57106308,0
326160,0,15.48982775,0
326340,0,15.41049356,0
326520,0,15.33308906,0
326700,0,15.25764166,50
326880,0,15.18417756,50
327060,0,15.11272173,50
327240,0,15.04329785,50
327420,0,14.97592832,50
327600,0,14.91063418,50
327780,0,14.84743512,50
327960,0,14.78634939,50
328140,0,14.72739383,100
328320,0,14.67058377,100
328500,0,14.61593305,100
328680,0,14.56345394,100
328860,0,14.51315713,100
329040,0,14.46505168,100
329220,0,14.419145,100
329400,0,14.3754428,200
329580,0,14.33394904,200
329760,0,14.29466592,200
329940,0,14.25759383,200
330120,0,14.22273129,600
330300,0,14.19007496,600
330480,0,14.15961956,600
330660,0,14.13135785,600
330840,0,14.10528056,600
331020,0,14.08137642,600
331200,0,14.05963203,0
331380,0,14.0400319,0
331560,0,14.02255837,0
331740,0,14.00719155,0
331920,0,13.99390932,0
332100,0,13.9826873,0
332280,0,13.97349873,50
332460,0,13.96631452,50
332640,0,13.96110316,50
332820,0,13.95783067,50
333000,0,13.95646058,50
333180,0,13.9569539,50
333360,0,13.95926904,50
333540,0,13.96336178,50
333720,0,13.96918525,100
333900,0,13.97668985,100
334080,0,13.98582323,100
334260,0,13.99653025,100
334440,0,14.00875291,100
334620,0,14.02243033,100
334800,0,14.03749868,100
334980,0,14.05389117,200
335160,0,14.07153798,200
335340,0,14.0903662,200
335520,0,14.11029982,200
335700,0,14.13125966,600
335880,0,14.15316334,600
336060,0,14.1759252,600
336240,0,14.1994563,600
336420,0,14.22366434,600
336600,0,14.2484536,600
336780,0,14.27372494,0
336960,0,14.2993757,0
337140,0,14.32529971,0
337320,0,14.35138717,0
